name_of_the_input_file,#_of_dimensions_of_a_point,#_of_points_in_the_input_file,min_v0,min_v1,max_v0,max_v1,value_of_parameter_Eps,value_of_parameter_m,the_number_of_used_reference_vectors,reference_vector_1,reading_the_input_file,determining_min_and_max_values_for_each_dimension,time_calculating_distances_from_each_point_in_the_input_file_to_all_reference_vectorstotal_time,#_of_distance_calculations_between_points_in_the_input_file_and_reference_vectorsleast_#_of_distance_calculations_carried_out_to_find_Eps-neigbourhood_of_a_point,greatest_#_of_distance_calculations_carried_out_to_find_Eps-neigbourhood_of_a_point,avg_#_of_distance_calculations_carried_out_to_find_Eps-neigbourhood_of_a_point,variance_#_of_distance_calculations_carried_out_to_find_Eps-neigbourhood_of_a_point,least_cardinalities_of_determined_Eps-neighbourhoodsgreatest_cardinalities_of_determined_Eps-neighbourhoodsavg_cardinalities_of_determined_Eps-neighbourhoodsvariance_cardinalities_of_determined_Eps-neighbourhoods
toy_dataset,2,8,0.0,0.0,5.9,4.0,1.5,2,0,"[0, 0]",34603,3457,244262,260323,56,7,7,7.0,0.0,7,7,7.0,0.0
